orderId,sku
RD201811100050,8809503231056
RD201811110086,SQK170803852632
RD201811110086,SQK170803911232
RD201811120132,00883212080004
RD201811120132,00883212080035
RD201811120132,00883212080042
RD201811120132,00883412965729
RD201811120132,00883412965910
RD201811120132,00883412965927
RD201811130068,803934765084
RD201811140123,6903096172252
RD201811140126,00091206759540
RD201811140126,00091206759557
RD201811140126,00091206759564
RD201811140126,00091206759908
RD201811140126,00091206759915
RD201811140126,00091206759922
RD201811140126,00091206759939
RD201811140126,00091206761512
RD201811140126,00091206761529
RD201811140126,00091209423967
RD201811140126,00666003558339
RD201811140126,00666003558919
RD201811140126,00666003558926
RD201811140126,00666003558933
RD201811140126,00666003558940
RD201811140126,00666003558957
RD201811140126,00666003558964
RD201811140126,00666003558971
RD201811140126,00666003558995
RD201811140126,00666032895757
RD201811140126,00666032895764
RD201811140126,00666032896037
RD201811140126,00666032896044
RD201811140126,00666032897324
RD201811140126,00666032897645
RD201811140126,00666032897652
RD201811140126,00666032897669
RD201811140126,00666032897676
RD201811140126,00666032911907
RD201811140126,00666032911914
RD201811140126,00666032911983
RD201811140126,00666032913451
RD201811140126,00666032913628
RD201811140126,00666032918289
RD201811140126,00823233077959
RD201811140126,00823233077966
RD201811140126,00823233077973
RD201811140126,00823233077980
RD201811140126,00823233077997
RD201811140126,00823233078000
RD201811140126,00826216431410
RD201811140126,00826216431427
RD201811140126,00826216431434
RD201811140126,00826216431441
RD201811140126,00826216431458
RD201811140126,00826216431465
RD201811140126,00826216444755
RD201811140126,00826216445035
RD201811140126,00826216445042
RD201811140126,00826216445059
RD201811140126,00826216445653
RD201811140126,00826216445677
RD201811140126,00886551373356
RD201811140126,00886551373363
RD201811140126,00886551373370
RD201811140126,00886551373387
RD201811140126,00886551373394
RD201811140126,00886551374407
RD201811140126,00886551374414
RD201811140126,00886551374438
RD201811140126,00886691054474
RD201811140126,00886691054481
RD201811140126,00886691054498
RD201811140126,00886691054504
RD201811140126,00886691054511
RD201811140126,00886691054528
RD201811140126,00886691054566
RD201811140126,00886691054573
RD201811140126,00886691054580
RD201811140126,00887230304678
RD201811140126,00887230304685
RD201811140126,00887230304692
RD201811140126,00887230304708
RD201811140126,00887230304715
RD201811140126,00887230304722
RD201811140126,00887230304821
RD201811140126,00887230304838
RD201811140126,00887230304845
RD201811140126,00887230304852
RD201811140126,00887230304869
RD201811140126,00887230304876
RD201811140126,00887231460212
RD201811140126,00887231460229
RD201811140126,00887231460236
RD201811140126,00887231460243
RD201811140126,00887231460250
RD201811140126,00887231460267
RD201811140126,00887231460519
RD201811140126,00887231460526
RD201811140126,00887231460533
RD201811140126,00887231460540
RD201811140126,00887231460557
RD201811140126,00887231460564
RD201811140126,00887231460571
RD201811140126,00887231460588
RD201811140126,00887231460595
RD201811140126,00887231460854
RD201811140126,00887231460861
RD201811140126,00887231460878
RD201811140126,00887231460885
RD201811140126,00887231460892
RD201811140126,00887231460908
RD201811140126,00887231460915
RD201811140126,00887231460922
RD201811140126,00887231460939
RD201811140126,00887231461028
RD201811140126,00887231461035
RD201811140126,00887231461042
RD201811140126,00887231461059
RD201811140126,00887231461066
RD201811140126,00887231461073
RD201811140126,00887231461080
RD201811140126,00887231461097
RD201811140126,00887231461103
RD201811140126,00887231461196
RD201811140126,00887231461202
RD201811140126,00887231461219
RD201811140126,00887231461226
RD201811140126,00887231461233
RD201811140126,00887231461240
RD201811140126,00887231461257
RD201811140126,00887231461264
RD201811140126,00887231461271
RD201811140126,00887231461363
RD201811140126,00887231461370
RD201811140126,00887231461387
RD201811140126,00887231461394
RD201811140126,00887231461400
RD201811140126,00887231461417
RD201811140126,00887231461424
RD201811140126,00887231461431
RD201811140126,00887231461448
RD201811140126,00888412058044
RD201811140126,00888412058051
RD201811140126,00888412058068
RD201811140126,00888412058075
RD201811140126,00888412058082
RD201811140126,00888412058099
RD201811140126,00888412058105
RD201811140126,00888412058112
RD201811140126,00888412058129
RD201811140126,00888412214259
RD201811140126,00888412214266
RD201811140126,00888412214273
RD201811140126,00888412214280
RD201811140126,00888412214297
RD201811140126,00888412214303
RD201811140126,00888412214310
RD201811140126,00888412214327
RD201811140126,00888412214334
RD201811140126,00888413779894
RD201811140126,00888413779900
RD201811140126,00888413779917
RD201811140126,00888413779924
RD201811140126,00888413779931
RD201811140126,00888413779948
RD201811140126,00888413780043
RD201811140126,00888413780050
RD201811140126,00888413780067
RD201811140126,00888413780074
RD201811140126,00888413780081
RD201811140126,00888413780098
RD201811140126,00888413780197
RD201811140126,00888413780203
RD201811140126,00888413780210
RD201811140126,00888413780227
RD201811140126,00888413780234
RD201811140126,00888413780241
RD201811160077,6917751431110
RD201811160188,6971246192016
RD201811170021,L265
RD201811170021,Z084
RD201811180017,6922726983976
RD201811190011,ETK3147758030297
RD201811190043,6922726983976
RD201811200018,6956466401056
RD201811200018,6956466402114
RD201811200018,6956466402954
RD201811200022,6956466401056
RD201811200022,6956466402114
RD201811200022,6956466402954
RD201811200025,6937702919719
RD201811200033,6950610211294
RD201811200064,YJBOX000010
RD201811200064,YJBOX000012
RD201811200064,YJBOX000014
RD201811200083,6948480021570
RD201811200103,6971246193419
RD201811200103,6971246199091
RD201811200103,6971246199633
RD201811200105,6971246190142
RD201811200105,6971246190692
RD201811200105,6971246193334
RD201811200108,6940090505938
RD201811200109,6940090505938
RD201811200110,6940090505938
RD201811200111,6940090505938
RD201811200126,6940090505716
RD201811200127,6940090505716
RD201811200128,6940090505716
RD201811210078,YJBOX000009
RD201811210078,YJBOX000011
RD201811210084,8886472101405
RD201811210084,9315850000492
RD201811210084,9315850001376
RD201811210141,020714598907
RD201811210141,027131987840
RD201811210141,088300107438
RD201811210141,3147758030235
RD201811210141,3348900417885
RD201811210141,3348900871984
RD201811210141,3348901132879
RD201811210141,3348901346115
RD201811210141,3348901346139
RD201811210141,3365440072008
RD201811210141,3365440117594
RD201811210141,3365440358447
RD201811210141,3605521555885
RD201811210141,3605533431894
RD201811210141,3614270274091
RD201811210141,3614270274145
RD201811210141,3614271280244
RD201811210141,3614271280299
RD201811210141,3614271354945
RD201811210141,3614271640994
RD201811210141,3614272021228
RD201811210141,8011003993802
RD201811210141,887167167629
RD201811210141,887167223011
RD201811210141,ETK887167031586
RD201811210141,ETK887167322387
RD201811210149,8806164115985
RD201811210152,6940090505938
RD201811210153,6940090505938
RD201811210157,6940090505938
RD201811210158,6940090505938
RD201811210161,6940090505938
RD201811210170,9315850000492
RD201811210170,9315850001147
RD201811210175,6902062900172
RD201811210175,6902062900189
RD201811210175,6902062900196
RD201811210175,6902062900219
RD201811210175,6970431511441
RD201811210175,Y82101
RD201811210178,6902062900219
RD201811210180,6902062900172
RD201811210180,6902062900189
RD201811210180,6902062900196
RD201811210180,6902062900219
RD201811210180,6970431511441
RD201811210180,Y82101
RD201811210181,6902062900219
RD201811210182,6902062900172
RD201811210182,6902062900189
RD201811210182,6902062900196
RD201811210182,6902062900219
RD201811210182,6970431511441
RD201811210182,Y82101
RD201811210184,6902062900172
RD201811210184,6902062900189
RD201811210184,6902062900196
RD201811210184,6902062900219
RD201811210184,6970431511441
RD201811210184,Y82101
RD201811220040,POP1005282078
RD201811220043,6922896988818
RD201811220044,yj9332045000174
RD201811220044,yj9332045000181
RD201811220044,yj9332045001829
RD201811220061,6971260280157
RD201811220061,6971260280164
RD201811220065,6940090505938
RD201811220070,4987072032893
RD201811220079,BN182010940
RD201811220079,BN182010941
RD201811220079,BN182010942
RD201811220079,BN182081240
RD201811220079,BN182081241
RD201811220079,BN182081242
RD201811220079,BN182081243
RD201811220079,BN182081244
RD201811220079,BN182091141
RD201811220079,BN182110640
RD201811220079,BN182110641
RD201811220079,BN182110642
RD201811220079,BN182120840
RD201811220079,BN182120841
RD201811220079,BN182130740
RD201811220079,BN182130741
RD201811220079,BN182130742
RD201811220079,BN182130743
RD201811220079,BN182130744
RD201811220079,BN182191340
RD201811220079,BN182191341
RD201811220079,BN182191342
RD201811220079,BN182191343
RD201811220079,BN182191344
RD201811220096,8809294557519
RD201811220103,YJBOX000026
RD201811220103,YJBOX000048
RD201811220109,6934245200281
RD201811220109,6949926789207
RD201811220109,6949926794935
RD201811220110,6934245200304
RD201811220125,BN182081240
RD201811220125,BN182081241
RD201811220125,BN182110640
RD201811220125,BN182110641
RD201811220125,BN182110643
RD201811220125,BN182110644
RD201811220125,BN182120840
RD201811220125,BN182191340
RD201811220125,BN182191341
RD201811220125,BN182191342
RD201811220125,BN182191343
RD201811220125,BN182191344
RD201811220131,6944893401008
RD201811220172,6971246190036
RD201811220172,6971246190043
RD201811220172,6971246190067
RD201811220172,6971246190104
RD201811220172,6971246190609
RD201811220172,6971246190906
RD201811220172,6971246191118
RD201811220172,6971246191255
RD201811220172,6971246191316
RD201811220172,6971246194010
RD201811220172,6971246199015
RD201811230004,6922216400914
RD201811230004,6922216400921
RD201811230009,YJBOX000013
RD201811230009,YJBOX000014
RD201811230009,YJBOX000015
RD201811230065,6932003000760
RD201811230065,6971095490042
RD201811230067,6932003000760
RD201811230067,6971095490042
RD201811230068,6922246100938
RD201811230069,6971135300034
RD201811230071,6971135300034
RD201811230072,6971135300034
RD201811230075,6971135300034
RD201811230076,6971135300034
RD201811230078,6971135300034
RD201811230083,6932003000760
RD201811230083,6971095490042
RD201811230084,6932003000760
RD201811230084,6971095490042
RD201811230087,5060539050001
RD201811230087,5060539050032
RD201811230087,5060539050506
RD201811230087,5060539051053
RD201811230087,5060539051503
RD201811230087,5060539051510
RD201811230090,3365440237612
RD201811230090,3614270274077
RD201811230090,3614271332769
RD201811230094,6932003000760
RD201811230094,6971095490042
RD201811230097,6932003000760
RD201811230097,6971095490042
RD201811230101,6932003000760
RD201811230101,6971095490042
RD201811230113,6939505853566
RD201811230135,9300807287323
RD201811230138,8809559358509
RD201811230150,6948043417727
RD201811230150,6948043417734
RD201811230152,6948043417727
RD201811230152,6948043417734
RD201811230153,6948043417727
RD201811230153,6948043417734
RD201811230155,6948043417727
RD201811230155,6948043417734
RD201811230156,6948043417727
RD201811230156,6948043417734
RD201811230157,6948043417727
RD201811230157,6948043417734
RD201811230158,6948043417727
RD201811230158,6948043417734
RD201811230169,6948043404062
RD201811230170,6948043404062
RD201811230171,6948043404062
RD201811230174,6948043404062
RD201811230175,6948043404062
RD201811230177,6948043404062
RD201811230179,6948043404062
RD201811230181,6948043404062
RD201811230182,6948043404062
RD201811230183,6948043404062
RD201811230192,NURE001
RD201811230193,6948043404062
RD201811230195,6927006130927
RD201811230195,6927006130941
RD201811230195,6927006130965
RD201811230201,6927006117591
RD201811230201,6927006119120
RD201811230201,6927006119960
RD201811230218,1950671
RD201811240016,6956466402848
RD201811240016,6956466403975
RD201811240063,6940477429062
RD201811240063,6940477429079
RD201811240064,6940477429062
RD201811240064,6940477429079
RD201811260071,6949602315188
RD201811260149,6959820315044
RD201811260158,6959820315044
RD201811260156,6959820315044
RD201811260150,6959820315044
RD201811260153,6959820315044
RD201811260154,6959820315044
RD201811260155,6959820315044
RD201811260245,1950671
RD201811290180,1950671
RD201811290182,1950671
RD201811290181,1950671
RD201811290157,1950671
RD201811290156,1950671
RD201811290177,1950671
RD201811300042,L135
RD201811300042,L265
RD201811300042,Z039
RD201811300042,Z084
RD201811300084,6936000901655
RD201811300084,6936000903642
RD201811300084,6936000903659
RD201811300084,6936000903666
RD201811300084,6936000903963
RD201811300084,6936000903970
RD201811300084,6936000903987
RD201811300127,6970414020076
RD201811300141,6970183920379
RD201812010082,6936863100028
RD201812020007,6971373220125
RD201812030123,6922560241799
RD201812030133,6920177921691
RD201812040096,J5498458295658
RD201812040096,J5498458295659
RD201812040097,J5498458295658
RD201812040097,J5498458295659
RD201812040109,6944662522095
RD201812040120,6971373220125
RD201812040125,6949602312866
RD201812040125,6949602312873
RD201812040125,6949602315188
RD201812040125,6949602317380
RD201812050015,6970235950194
RD201812050070,6971384085874
RD201812050070,6971384085898
RD201812050080,6938582342215
RD201812050097,6926999601971
RD201812060011,J5498458295651
RD201812060014,J5498458295651
RD201812060024,6934395000595
RD201812060024,6934395000878
RD201812060048,6971059950162
RD201812060049,6971059950162
RD201812060053,6971059950162
RD201812050076,6970414020076
RD201812060103,6920721718913
RD201812060166,6971135300553
RD201812070013,6970267320071
RD201812070049,6946001204655
RD201812070075,6971907251342
RD201812070075,6971907251366
RD201812070081,6934395000601
RD201812070110,2659981035
RD201812070110,2659982035
RD201812070126,6922560242420
RD201812070138,6922560242420
RD201812070138,6922560242437
RD201812070144,6955150400672
RD201812080009,YJBOX000003
RD201812080009,YJBOX000004
RD201812080009,YJBOX000005
RD201812080009,YJBOX000006
RD201812080009,YJBOX000007
RD201812080009,YJBOX000008
RD201812080009,YJBOX000012
RD201812080009,YJBOX000024
RD201812080036,6971550270035
RD201812090003,6947235501121
RD201812090008,6957411101540
RD201812090009,2803H003C
RD201812090009,2803L003B
RD201812090009,2803L003C
RD201812090011,6957929913369
RD201812100013,6971384086734
RD201812100023,6971385890217
RD201812100029,6956741704674
RD201812100031,6956741704667
RD201812100034,6956741704674
RD201812100035,6956741704629
RD201812100035,6956741704636
RD201812100035,6956741704667
RD201812100035,6956741704674
RD201812050124,6970203840502
RD201812100037,YJBOX000008
RD201812100052,6940971212610
RD201812100052,6940971213969
RD201812100053,6921761838869
RD201812100075,6970313751309
RD201812100080,6970313751309
RD201812100073,6947235501121
RD201812100084,OM18FA206JS10567932
RD201812100098,6949602315195
RD201812100099,6949602312880
RD201812100100,6949602315195
RD201812100103,6949602315188
RD201812100130,6971135300553
RD201812110024,6921761838869
RD201812110042,6901236387580
RD201812110049,6936863100028
RD201812110055,6940090505938
RD201812110056,6971063860280
RD201812110062,5060539051015
RD201812110065,6920174743135
RD201812110069,6951439947234
RD201812110080,6920174752106
RD201812110080,6920174764086
RD201812110086,6948195807384
RD201812110088,6948195807384
RD201812110090,6948195807384
RD201812110106,J5498458295656
RD201812110108,6903244370967
RD201812110109,6903244370950
RD201812110109,6903244370967
RD201812110111,6923309868826
RD201812110111,6923309868833
RD201812110111,6923309868840
RD201812110111,6923309868857
RD201812110111,6923309868864
RD201812110120,6907992513065
RD201812110122,6907992513065
RD201812110121,6907992513065
RD201812110116,6949123362296
RD201812120021,8809502182236
RD201812120024,8809502181826
RD201812120025,8809502182236
RD201812120027,6824864676006
RD201812120027,6924864675867
RD201812120027,6924864675904
RD201812120027,6924864675928
RD201812120027,6924864675973
RD201812120027,6924864675980
RD201812120027,6924864676086
RD201812120027,6924864676093
RD201812120027,HYB0180013001
RD201812120036,6951439947234
RD201812120037,6949602315201
RD201812120039,6949602315201
RD201812120044,6949195390197
RD201812120044,6949195390210
RD201812120044,6949195390234
RD201812120044,6949195390241
RD201812120044,6949195390258
RD201812120044,6949195390272
RD201812120044,6949195390289
RD201812120047,6949195390715
RD201812120047,6949195390722
RD201812120047,6949195390746
RD201812120050,6923644282028
RD201812120083,6923410753998
RD201812120085,6970506721102
RD201812120088,6935768936404
RD201812120088,6935768936428
RD201812120088,6935768936466
RD201812120088,6935768936473
RD201812120088,6935768936480
RD201812120108,4896688004234
RD201812120127,6928471300778
RD201812130009,YJBOX000009
RD201812130009,YJBOX000010
RD201812130011,4003583190256
RD201812130012,YJBOX000013
RD201812130019,6949602315201
RD201812130020,6921971900820
RD201812130027,6926702223308
RD201812130029,6926702223216
RD201812130032,6926702223216
RD201812130032,6926702223308
RD201812130042,6923410753998
RD201812130066,6922577723202
RD201812130078,6920177922117
RD201812130085,YJBOX000024
RD201812130089,YJBOX000010
RD201812130089,YJBOX000011
RD201812130090,1820BSCZ351M02
RD201812130090,1820BSCZ351M05
RD201812130090,1820BSCZ351W05
RD201812130099,89078932
RD201812130099,89078934
RD201812130099,89079929
RD201812130099,89079931
RD201812130099,89079932
RD201812130099,89079933
RD201812130099,89079934
RD201812130053,6907992507385
RD201812130049,6907992507385
RD201812130059,6907992512761
RD201812130051,6907992507385
RD201812130048,6907992510347
RD201812130052,6907992507385
RD201812130055,6907992507385
RD201812130057,6907992507385
RD201812130110,6971135300553
RD201812130112,6971135300553
RD201812130128,6951606603390
RD201812140003,B4554555
RD201812140007,6914621228276
RD201812140008,6914621228276
RD201812140011,6930331859197
RD201812130124,6936000902720
RD201812140027,6971385890286
RD201812140028,6971385890286
RD201812140031,6971385890200
RD201812140031,6971385890286
RD201812140033,YJBOX000007
RD201812140033,YJBOX000008
RD201812140037,6923309868918
RD201812140037,6923309868932
RD201812140038,1820LFCZ352M02
RD201812140038,1820LFCZ352M03
RD201812140042,16926309211361
RD201812140051,6907992512181
RD201812140052,6907992514222
RD201812140053,6907992513065
RD201812140057,6970313751309
RD201812140081,YJBOX000008
RD201812140082,YJBOX000002
RD201812140086,test001-4
RD201812140093,6971385890231
RD201812140094,6971385890231
RD201812140095,6957929913321
RD201812140096,6927854107881
RD201812140108,6949602312880
RD201812140109,2018MYR188303001XXL
RD201812140109,2018MYR188303002M
RD201812140109,2018MYR188303002XXL
RD201812140112,6971358450059
RD201812140138,89078929
RD201812140138,89078932
RD201812140138,89079931
RD201812140138,89079933
RD201812140138,89079934
RD201812140140,6971246193020
RD201812140154,6923309868932
RD201812150007,6901209214301
FO201812140005,6956741704582
RD201812150020,6957929913321
RD201812150024,YJBOX000010
RD201812150024,YJBOX000022
RD201812150024,YJBOX000035
RD201812150026,st260001
RD201812150028,wh273004
RD201812150035,6914358366869
RD201812150036,16926309211361
RD201812160002,YJBOX000007
RD201812160002,YJBOX000012
RD201812160002,YJBOX000014
RD201812160003,6970986857698
RD201812160003,6970986857704
RD201812160003,6970986857759
RD201812160004,6970986857766
RD201812160005,6970986850040
RD201812160005,6970986851054
RD201812160005,6970986851078
RD201812160005,6970986852235
RD201812160005,6970986853096
RD201812160005,6970986854727
RD201812160005,6970986855045
RD201812160005,6970986856950
RD201812160005,6970986857117
RD201812160005,6970986857148
RD201812160005,6970986857933
RD201812160008,6970986856936
RD201812160008,6970986856950
RD201812160008,6970986856967
RD201812160011,6931317100081
RD201812160011,6936721900760
RD201812160011,6956523512084
RD201812160018,YJBOX000011
RD201812160018,YJBOX000013
RD201812160021,13100081
RD201812160024,6955150400672
RD201812160026,6922216400914
RD201812160026,6922216400921
RD201812170021,6920174754124
RD201812170027,2018MYR188303001L
RD201812170027,2018MYR188303001XL
RD201812170027,2018MYR188303002M
RD201812170027,2018MYR188303002XXXL
RD201812170027,2018MYR188308001XL
RD201812170027,2018MYR188308003L
RD201812170030,2018MYR188303001XXL
RD201812170030,2018MYR188303002XL
RD201812170030,2018MYR188303002XXL
RD201812170037,2803H003C
RD201812170037,2803L002B
RD201812170039,6925350502490
RD201812170041,YJBOX000010
RD201812170049,YJBOX000007
RD201812170049,YJBOX000008
RD201812170051,19415522281284
RD201812170054,6870419170592
RD201812170064,YJBOX000006
RD201812170064,YJBOX000020
RD201812170067,6970235950187
RD201812170069,6970986852266
RD201812170069,6970986852273
RD201812170069,6970986852327
RD201812170069,6970986852501
RD201812170069,6970986852600
RD201812170087,6954256902271
RD201812170090,6924864675843
RD201812170093,6954256901243
RD201812170097,6970986858121
RD201812170097,6970986858145
RD201812170099,6970986850583
RD201812170099,6970986854093
RD201812170101,692148595151601
RD201812170101,692148595151602
RD201812170102,6920174753240
RD201812170102,6971510700022
RD201812170102,6971510700046
RD201812170102,6971510700077
RD201812170103,6970986850583
RD201812170103,6970986854093
RD201812170123,6957929913321
RD201812170125,6957929913321
RD201812180007,16901798195897
RD201812180011,6955150400320
RD201812180020,6955150411142
RD201812180023,6955150400672
RD201812180026,6923958200442
RD201812180030,6923958200435
RD201812180030,6923958200459
RD201812180034,YJBOX000008
RD201812180034,YJBOX000011
RD201812180034,YJBOX000013
RD201812180034,YJBOX000024
RD201812180034,YJBOX000028
RD201812180037,6956698308116
RD201812180041,6922246100938
RD201812180046,6955150400672
RD201812180068,6912765081085
RD201812180069,6962016014980
RD201812180071,6933918905669
RD201812180077,6957444900844
RD201812180083,6933918903627
RD201812180088,89078929
RD201812180088,89078930
RD201812180088,89078933
RD201812180088,89078934
RD201812180088,89078938
RD201812180088,89079932
RD201812180088,89079935
RD201812180088,89079938
RD201812180099,6924911902083
RD201812180105,6922216400921
RD201812180110,6922216400921
RD201812180119,6970613767475
RD201812180119,6970613767482
RD201812180127,6953735500762
RD201812180127,6953735509123
RD201812180128,6953735500588
RD201812180128,6953735500762
RD201812180128,6953735509123
RD201812180139,6940797465368
RD201812180149,6923557811049
RD201812180151,6932599242537
RD201812180151,PN201812030005
RD201812180162,16920721717326
RD201812180173,6925749731722
RD201812190002,6949195390197
RD201812190002,6949195390203
RD201812190002,6949195390630
RD201812190002,6949195390647
RD201812190002,6949195390654
RD201812190003,6949195390210
RD201812190003,6949195390234
RD201812190003,6949195390272
RD201812190005,6949195390210
RD201812190006,6949195390272
RD201812190006,6949195390289
RD201812190007,YJBOX000008
RD201812190007,YJBOX000010
RD201812190007,YJBOX000012
RD201812190010,6945794460408
RD201812190032,6907925770664
RD201812190032,6907925887645
RD201812190041,YJBOX000008
RD201812190041,YJBOX000009
RD201812190041,YJBOX000037
RD201812190041,YJBOX000047
RD201812190046,4054072911678
RD201812190046,4054072911692
RD201812190046,4055012255951
RD201812190046,4055012255975
RD201812190046,4055012255982
RD201812190046,4055012256132
RD201812190046,4055012260313
RD201812190046,4056559777753
RD201812190068,OM18FA206JS10569938
RD201812190070,1182064201082038
RD201812190070,1182064201582031
RD201812190070,1182064201582034
RD201812190071,6949185421344
RD201812190074,9349376000117
RD201812190075,YJBOX000007
RD201812190075,YJBOX000024
RD201812190075,YJBOX000035
RD201812190081,6956048814021
RD201812190086,6971550270998
RD201812190088,188901008160
RD201812190088,188901008170
RD201812190091,6970313750869
RD201812190104,6921761815808
RD201812190107,6921761815808
RD201812190110,YJBOX000008
RD201812190113,YJBOX000014
RD201812190115,YJBOX000011
RD201812190115,YJBOX000013
RD201812200009,6970986850026
RD201812200009,6970986851023
RD201812200011,YJBOX000028
RD201812200011,YJBOX000035
RD201812200012,6940971214973
RD201812200019,6922246100938
RD201812200021,J5498458295658
RD201812200021,J5498458295659
FO201812190005,6955520503590
RD201812200031,8015194100254
RD201812200039,6949195390234
RD201812200039,6949195390289
RD201812200041,6901236353523
RD201812200042,6949195390210
RD201812200042,6949195390234
RD201812200042,6949195390258
RD201812200042,6949195390272
RD201812200042,6949195390289
FO201812180004,6971246199015
RD201812200051,89079932
FO201812200003,6940477401495
FO201812180003,6971246194010
RD201812200082,6920174752137
RD201812200082,6920174754803
FO201812200016,6933918905669
RD201812200092,6920174756418
RD201812200098,4260290262175
RD201812200099,4260290260539
RD201812200108,6926702223308
RD201812200119,YJBOX000014
RD201812200136,6957411100727
RD201812200140,6957411100727
RD201812200142,6957411100727
RD201812200146,182JJF01919M02
RD201812200153,st260405
RD201812200155,13100081
RD201812200156,4260290262175
RD201812200157,sj178001
RD201812200161,6901236352984
RD201812200161,6901236355657
RD201812200161,6901236373934
RD201812200161,6901236379943
RD201812200161,6901236383889
RD201812200162,6901236352458
RD201812200164,YJBOX000012
RD201812200164,YJBOX000035
RD201812200164,YJBOX000043
RD201812200165,YJBOX000006
RD201812200165,YJBOX000007
RD201812200167,YJBOX000006
RD201812200167,YJBOX000007
RD201812200171,6901236354940
RD201812200174,SY191800132
RD201812200174,SY191800138
RD201812200174,SY191800230
RD201812200174,SY191800233
RD201812200174,SY191800234
RD201812200174,SY191800238
RD201812200175,6940971212610
RD201812200175,6940971217622
RD201812200180,test001-4
RD201812200181,6936687204148
RD201812200181,6936687218800
RD201812200184,YJBOX000002
RD201812200190,test001-4
RD201812200191,00091209412732
RD201812200191,00091209423653
RD201812200191,00666032743027
RD201812200191,00666032918289
RD201812200191,00826216208876
RD201812200191,4055012255944
RD201812200191,4055012255951
RD201812200191,4055012255968
RD201812200199,6940477426160
RD201812200202,6940477402034
RD201812200205,6940477402034
RD201812200207,6940477402034
RD201812210003,YJBOX000026
RD201812210004,6922246100938
FO201812200019,6971511850788
RD201812210009,6962016013174
RD201812210009,6962016013198
RD201812210015,6970986851238
RD201812210015,6970986851757
RD201812210015,6970986851771
RD201812210015,6970986852099
RD201812210015,6970986853072
RD201812210015,6970986854451
RD201812210015,6970986857483
RD201812210017,6955520502081
RD201812210017,6955520503590
RD201812210018,6955520502081
RD201812210018,6955520503590
RD201812210026,6971877860032
RD201812210026,6971877860100
RD201812210026,6971877860117
RD201812210026,6971877860513
RD201812210026,6971877860650
RD201812210026,6971877860667
RD201812210026,6971877860674
RD201812210026,6971877860681
RD201812210032,2018WYR18D705035M
RD201812210032,2018WYR18D705035S
RD201812210035,6923589448756
RD201812210044,6922246100938
RD201812210045,6922216400914
RD201812210045,6922216400921
RD201812210045,6922246100938
RD201812210046,6954256900000
RD201812210046,6954256901342
RD201812210046,6954256902004
RD201812210048,6971284200001
RD201812210051,6926702223292
RD201812210054,2018MYR188303001XL
RD201812210056,6901236354940
RD201812210058,6945858204139
RD201812210061,6957798533682
RD201812210063,6938582342215
RD201812210064,6957798533620
RD201812210066,6900077060171
RD201812210070,89078932
RD201812210070,89079930
FO201812200014,6971135300485
FO201812200015,6971135300485
RD201812210074,6946922572765
RD201812210074,SC10737152400847
RD201812210076,6946922572765
RD201812210076,SC10737152400847
RD201812210077,6946922572765
RD201812210077,SC10737152400847
RD201812210080,6946922572765
RD201812210080,SC10737152400847
RD201812210081,6946922572765
RD201812210081,SC10737152400847
RD201812210083,6946922572765
